id,name,price,url,rating,review_count,brand_name,suitable_type,ingredients,sentiment,first_sentence
120,Weightless Hydration Shampoo,$22.00,https://credobeauty.com/products/weightless-hydration-shampoo,3.9,16,Ceremonia,['fine hair'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'fragrance']",,
121,Weightless Hydration Conditioner,$22.00,https://credobeauty.com/products/weightless-hydration-conditioner,3.6,17,Ceremonia,['fine hair'],"['repair', 'antioxidants', 'moisture', 'alcohol', 'fragrance']",,
122,Pequi Styling Gel,$24.00,https://credobeauty.com/products/pequi-styling-gel,3.7,13,Ceremonia,"['oily hair', 'fine hair', 'curly hair', 'straight hair', 'all hair']","['repair', 'antioxidants', 'moisture', 'fragrance', 'exfoliating']",,
123,Guava Beach Waves,$22.00,https://credobeauty.com/products/guava-beach-waves,3.8,16,Ceremonia,"['fine hair', 'curly hair', 'straight hair']","['repair', 'antioxidants', 'moisture', 'fragrance']",80% positive,I love this spray  as a curly girl who prefers to be more wavy this.
124,Guava Minis Kit,$28.00,https://credobeauty.com/products/guava-minis-kit,4.5,6,Ceremonia,"['oily hair', 'fine hair', 'curly hair', 'straight hair', 'all hair']","['repair', 'antioxidants', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",80% positive,"I thought d use the salt spray the most, but I also have been using the."
125,Açai Style Refresher,$24.00,https://credobeauty.com/products/acai-style-refresher,4,10,Ceremonia,['all hair'],"['repair', 'antioxidants', 'moisture', 'alcohol', 'fragrance']",60% positive,"Scent is so strong and unpleasant, reminiscent of walking in a mall and passing by."
126,Papaya Scalp Scrub,$34.00,https://credobeauty.com/products/papaya-scalp-scrub,4.5,38,Ceremonia,['all hair'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'fragrance']",,
127,Mascarilla de Babassu,$34.00,https://credobeauty.com/products/mascarilla-de-babassu,4.6,23,Ceremonia,['all hair'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",,
128,Hair Oil Mist con Aloe Vera,$26.00,https://credobeauty.com/products/hair-oil-mist-con-aloe-vera,No rating,9,Ceremonia,['all hair'],"['antioxidants', 'sun protection', 'moisture', 'fragrance']",,
129,Pequi Curl Activator,$28.00,https://credobeauty.com/products/pequi-curl-activator,4.5,34,Ceremonia,['curly hair'],"['antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",,
130,Acondicionador de Cupuaçu & Castor Deep Moisture Conditioner,$22.00,https://credobeauty.com/products/acondicionador-de-cupuacu-castor-conditioner,4,22,Ceremonia,"['damaged hair', 'fine hair', 'curly hair', 'straight hair', 'all hair']","['antioxidants', 'moisture', 'alcohol', 'fragrance']",80% positive,"Love the scent, and my hair is happy."
131,Champú de Yucca & Witch Hazel Deep Moisture Shampoo,$22.00,https://credobeauty.com/products/champu-de-yucca-witch-hazel-shampoo,3.8,25,Ceremonia,['all hair'],"['repair', 'moisture', 'alcohol', 'fragrance', 'exfoliating', 'brightening', 'anti-aging', 'antioxidants']",100% positive,Lathers like crazy.
132,Guava Leave in Conditioner,$27.00,https://credobeauty.com/products/guava-leave-in-conditioner,4.6,75,Ceremonia,"['damaged hair', 'dry hair', 'fine hair', 'curly hair', 'straight hair', 'all hair']","['antioxidants', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",100% positive,My favorite hair product.
133,Guava Rescue Spray,$24.00,https://credobeauty.com/products/guava-rescue-spray,4.4,38,Ceremonia,"['damaged hair', 'fine hair', 'curly hair', 'straight hair', 'all hair']","['antioxidants', 'moisture', 'alcohol', 'fragrance']",80% positive,I use it to refresh my hair  light detangling.
134,Aceite de Moska,$32.00,https://credobeauty.com/products/aceite-de-moska,4.7,109,Ceremonia,"['dry hair', 'all hair']","['antioxidants', 'sun protection', 'moisture', 'fragrance']",80% positive,I use on my hair after the shower and it makes my hair feel soft and smell.
135,Clean Circle Days Off Depuffing Dissolvable Eye Mask,$26.00,https://credobeauty.com/products/clean-circle-days-off-depuffing-dissolvable-eye-mask,4.4,30,Clean Circle,['all skin'],"['anti-aging', 'antioxidants', 'brightening', 'moisture', 'exfoliating']",60% positive,"Great product Im happy with the product, it seems to work well Feels good."
136,Clean Circle Lights On Brightening Dissolvable Eye Mask,$26.00,https://credobeauty.com/products/clean-circle-lights-on-brightening-dissolvable-eye-mask,No rating,29,Clean Circle,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'brightening', 'moisture', 'exfoliating']",100% positive,"The container to keep them hydrated, the immediate effects dark circles lightened, awakened."
137,Konjac Facial Sponge,$10.00,https://credobeauty.com/products/konjac-facial-sponge,4.8,30,Clean Circle,"['sensitive skin', 'all skin']",[],80% positive,This gently exfoliates my skin so its left soft and smooth and looks nice.
138,Reusable Makeup Remover Pads,$24.00,https://credobeauty.com/products/bamboo-charcoal-makeup-remover-pads,No rating,No reviews,Clean Circle,['all skin'],[],80% positive,Love these.
139,Reusable Skincare Pads,$22.00,https://credobeauty.com/products/bamboo-velour-skincare-pads,4.8,30,Clean Circle,['all skin'],[],100% positive,"More absorbent than cotton, while the product toner stays more available."
140,Cocobrush Toothbrush,$10.00,https://credobeauty.com/products/cocobrush-toothbrush,4.8,13,Cocofloss,['sensitive skin'],[],80% positive,The bristles seem to reach where they need to and it soft on the gums.
141,CocoFloss,$10.00,https://credobeauty.com/products/cocofloss,4.6,244,Cocofloss,[],[],80% positive,This works like a dental tape.
142,N° Green Spray Deodorant,$26.00,https://credobeauty.com/products/n-green-spray-deodorant,No rating,No reviews,Corpus,['all skin'],"['anti-aging', 'moisture', 'alcohol', 'fragrance']",,
143,Cedar Flora Spray Deodorant,$26.00,https://credobeauty.com/products/cedar-flora-spray-deodorant,No rating,No reviews,Corpus,[],"['anti-aging', 'moisture', 'alcohol', 'fragrance']",,
144,Pomelo Spray Deodorant,$26.00,https://credobeauty.com/products/pomelo-spray-deodorant,No rating,No reviews,Corpus,['all skin'],"['anti-aging', 'moisture', 'alcohol', 'fragrance']",,
145,Third Rose Spray Deodorant,$26.00,https://credobeauty.com/products/third-rose-spray-deodorant,No rating,No reviews,Corpus,['all skin'],"['anti-aging', 'moisture', 'alcohol', 'fragrance']",,
146,Cypress Shampoo,$32.00,https://credobeauty.com/products/cypress-shampoo,No rating,7,Corpus,['all hair'],"['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",60% positive,This shampoo is great.
147,Cypress Conditioner,$34.00,https://credobeauty.com/products/cypress-conditioner,4.8,6,Corpus,['all hair'],"['repair', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",80% positive,"The bottle is pretty and easy to use, and the conditioner smells wonderful and works."
148,Katrafay Body Scrub,$52.00,https://credobeauty.com/products/katrafay-body-scrub,No rating,3,Corpus,['all skin'],"['anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",100% positive,The scrub works wonders on my skin.
149,N° Green Body Butter,$58.00,https://credobeauty.com/products/n-green-body-butter,5,9,Corpus,['all skin'],"['repair', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",,
150,Natural Cleansing Bar,$22.00,https://credobeauty.com/products/natural-cleansing-bar,4.8,12,Corpus,"['dry skin', 'all skin']","['moisture', 'fragrance', 'repair']",,
151,Natural Body Wash,$30.00,https://credobeauty.com/products/natural-body-wash,4.8,53,Corpus,"['dry skin', 'all skin']","['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",,
152,California Natural Deodorant,$26.00,https://credobeauty.com/products/california-natural-deodorant,No rating,No reviews,Corpus,['all skin'],"['moisture', 'alcohol', 'fragrance']",80% positive,California and Third Rose are probably the mildestmost universally unoffensive.
153,Neroli Natural Deodorant,$26.00,https://credobeauty.com/products/neroli-natural-deodorant,4,132,Corpus,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'fragrance']",,
154,The Botanist Natural Deodorant,$26.00,https://credobeauty.com/products/the-botanist-natural-deodorant,No rating,No reviews,Corpus,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'fragrance']",,
155,Cedar Flora Natural Deodorant,$26.00,https://credobeauty.com/products/cedar-flora-natural-deodorant,4.5,28,Corpus,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'fragrance']",60% positive,Love the cedar scent.
156,Santalum Natural Deodorant,$26.00,https://credobeauty.com/products/santalum-natural-deodorant,4.6,49,Corpus,"['dry skin', 'normal skin', 'combination skin', 'sensitive skin', 'aging skin', 'all skin']","['moisture', 'fragrance']",,
157,Third Rose Natural Deodorant,$26.00,https://credobeauty.com/products/third-rose-natural-deodorant,No rating,No reviews,Corpus,['all skin'],"['moisture', 'fragrance']",,
158,N° Green Natural Deodorant,$26.00,https://credobeauty.com/products/n-green-natural-deodorant,4.6,94,Corpus,['all skin'],"['moisture', 'fragrance']",,
159,Hand Sanitizer Spray,$8.00,https://credobeauty.com/products/credo-hand-sanitizer,4.8,95,Credo,['all skin'],"['moisture', 'alcohol']",,
160,All Eyes And Lips Gift Set,$45.00,https://credobeauty.com/products/all-eyes-and-lips-gift-set,4.8,4,Credo,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance']",,
161,Scent Explorer Gift Set,$20.00,https://credobeauty.com/products/scent-explorer-gift-set,4.7,3,Credo,['all skin'],"['repair', 'antioxidants', 'moisture', 'alcohol', 'fragrance']",,
162,A Celebration of Clean Gift Set,$49.00,https://credobeauty.com/products/a-celebration-of-clean-gift-set,No rating,2,Credo,['all skin'],[],,
163,Skin Care and Curiosity Gift Set,$49.00,https://credobeauty.com/products/skin-care-and-curiosity-gift-set,No rating,4,Credo,[],"['moisture', 'alcohol', 'fragrance', 'exfoliating', 'brightening', 'anti-aging', 'antioxidants', 'sun protection']",,
164,Deep Thirst Vetiver Root + Hyaluronic Acid Moisturizer for Dry Skin,$64.00,https://credobeauty.com/products/deep-thirst-vetiver-root-hyaluronic-acid-moisturizer,4.3,23,Credo Skincare,['all skin'],"['antioxidants', 'moisture', 'alcohol', 'fragrance']",60% positive,This has been a staple in my winter weather skincare routine.
165,Deep Thirst Vetiver Root + Babassu Cleanser for Dry Skin,$44.00,https://credobeauty.com/products/deep-thirst-vetiver-root-babassu-cleanser,3.8,11,Credo Skincare,['all skin'],"['anti-aging', 'antioxidants', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",80% positive,Luxury in a bottle.
166,Rewinder Vetiver Root + Bakuchiol Moisturizer for Aging Skin,$64.00,https://credobeauty.com/products/rewinder-vetiver-root-bakuchiol-moisturizer,No rating,No reviews,Credo Skincare,['aging skin'],"['anti-aging', 'antioxidants', 'moisture', 'alcohol', 'fragrance']",,
167,True Timeout Vetiver Root + Calming Botanicals Cleanser for Sensitive Skin,$44.00,https://credobeauty.com/products/true-timeout-vetiver-root-calming-botanicals-cleanser,No rating,No reviews,Credo Skincare,['sensitive skin'],"['anti-aging', 'antioxidants', 'moisture', 'fragrance', 'exfoliating']",,
168,True Timeout Vetiver Root + Calming Botanicals Moisturizer for Sensitive Skin,$64.00,https://credobeauty.com/products/true-timeout-vetiver-root-calming-botanicals-moisturizer,No rating,4,Credo Skincare,['sensitive skin'],"['moisture', 'fragrance', 'antioxidants']",,
169,Radiance Rising Vetiver Root + Vitamin C Moisturizer for Dull Skin,$64.00,https://credobeauty.com/products/radiance-rising-vetiver-root-vitamin-c-moisturizer,No rating,No reviews,Credo Skincare,['all skin'],"['antioxidants', 'moisture', 'alcohol', 'fragrance', 'brightening']",,
170,Calm Hydration Set,$108.00,https://credobeauty.com/products/calm-hydration-set,No rating,No reviews,Credo Skincare,['sensitive skin'],[],,
171,Luminous Hydration Set,$108.00,https://credobeauty.com/products/luminous-hydration-set,No rating,No reviews,Credo Skincare,['all skin'],[],,
172,Intense Hydration Set,$108.00,https://credobeauty.com/products/intense-hydration-set,No rating,No reviews,Credo Skincare,['all skin'],[],,
173,Firm Hydration Set,$108.00,https://credobeauty.com/products/firm-hydration-set,No rating,No reviews,Credo Skincare,['aging skin'],[],,
174,Body Repair Lotion,$39.00,https://credobeauty.com/products/body-repair-lotion,No rating,51,CV Skinlabs,"['dry skin', 'sensitive skin']","['moisture', 'alcohol', 'antioxidants']",,
175,Restorative Skin Balm,$26.00,https://credobeauty.com/products/restorative-skin-balm,No rating,No reviews,CV Skinlabs,['dry skin'],"['moisture', 'antioxidants', 'sun protection']",,
176,"Calming Moisture for Face, Neck & Scalp",$52.00,https://credobeauty.com/products/calming-moisture-for-face-neck-scalp,No rating,80,CV Skinlabs,"['dry skin', 'acne-prone skin', 'sensitive skin', 'all skin']","['antioxidants', 'sun protection', 'moisture', 'alcohol']",60% positive,Solid lotion for sensitive skin.
177,Rescue & Relief Spray,$36.00,https://credobeauty.com/products/rescue-relief-spray,4.7,24,CV Skinlabs,"['dry skin', 'sensitive skin']","['moisture', 'alcohol']",,
178,DEDTERGENT MILK,$35.00,https://credobeauty.com/products/dedtergent-milk,No rating,4,DedCool,['all skin'],"['moisture', 'fragrance']",50% positive,Low Concentration  Smells Like Nothing.
179,"DEDTERGENT 01 ""TAUNT""",$35.00,https://credobeauty.com/products/dedtergent-01-taunt,4,1,DedCool,['all skin'],"['moisture', 'fragrance']",,
180,XTRA MILK Body Scrub,$28.00,https://credobeauty.com/products/xtra-milk-body-scrub,No rating,No reviews,DedCool,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'alcohol', 'fragrance', 'brightening']",,
181,XTRA MILK Body Wash,$28.00,https://credobeauty.com/products/xtra-milk-body-wash,No rating,No reviews,DedCool,['all skin'],"['repair', 'moisture', 'alcohol', 'fragrance', 'brightening', 'anti-aging', 'antioxidants', 'sun protection']",,
182,"01 ""Taunt"" Massage Candle",$55.00,https://credobeauty.com/products/01-taunt-massage-candle,5,1,DedCool,['all skin'],"['moisture', 'antioxidants']",100% positive,Nice and soothing scent.
183,XTRA MILK Hand Cream,$20.00,https://credobeauty.com/products/xtra-milk-hand-cream,4.7,3,DedCool,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'sun protection', 'moisture', 'alcohol', 'fragrance', 'exfoliating']",,
184,"01 ""TAUNT"" Body Wash",$28.00,https://credobeauty.com/products/01-taunt-body-wash,No rating,No reviews,DedCool,['all skin'],"['repair', 'anti-aging', 'antioxidants', 'moisture', 'alcohol', 'fragrance', 'brightening']",,
185,Smiley Face Garden Fragrance,From $30,https://credobeauty.com/products/smiley-face-garden-fragrance,3.3,3,DedCool,['all skin'],"['alcohol', 'fragrance', 'antioxidants']",,
186,XTRA MILK Fragrance,From $30,https://credobeauty.com/products/extra-milk-fragrance,No rating,40,DedCool,['all skin'],"['moisture', 'alcohol', 'fragrance', 'antioxidants']",60% positive,Credo staff were super helpful when I went in to buy as well.
187,MILK Layering Fragrance,From $30,https://credobeauty.com/products/milk-layering-fragrance,4.4,No reviews,DedCool,['all skin'],"['moisture', 'alcohol', 'fragrance', 'antioxidants']",,
188,Fragrance 01 Taunt: Bergamot/Amber/Vanilla,From $30,https://credobeauty.com/products/fragrance-01,4.5,82,DedCool,['all skin'],"['moisture', 'alcohol', 'fragrance']",,
189,Fragrance 02: Juniper/Sandalwood,$30.00,https://credobeauty.com/products/fragrance-02,4.5,19,DedCool,['all skin'],"['moisture', 'fragrance']",80% positive,"I enjoy woody scents with a bit of spice, but dislike any sweet notes."
190,Fragrance 04: Fig/Black Pepper/Patchouli,From $30,https://credobeauty.com/products/fragrance-04,No rating,23,DedCool,['all skin'],"['moisture', 'alcohol', 'fragrance']",100% positive,"For pepper lovers I am a sucker for a good fig scent, and I really wanted."
